Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
nervous system development (GO:0007399)	4/277	0.841842399727761314665031022741459310054779052734375	0.8617949087459215729012385054375045001506805419921875	0.9454260884172296375282940061879344284534454345703125	0.96333732472236943689125610035262070596218109130859375	5.757523730119701	-0.8563623429967495	ACHE;NTF3;TBCB;FGF12
cellular response to mechanical stimulus (GO:0071260)	5/67	0.01378792950273951233020053308564456528984010219573974609375	0.0599374638641669843508452686364762485027313232421875	0.043440703908346735284684569933233433403074741363525390625	0.179133086251187456650058038576389662921428680419921875	0.3049740836895213	-0.8583353861638287	COL1A1;IRF1;CASP1;ANKRD1;AGT
Fc receptor signaling pathway (GO:0038093)	5/352	0.87016671797579192570992745459079742431640625	0.88728561527253113627722314049606211483478546142578125	0.96439928769605975933387753684655763208866119384765625	0.97540114087301865719581428493256680667400360107421875	7.275892190815072	-0.870111920553618	BTC;CDKN1A;FCGR2A;FCER1G;CD3G
positive regulation of nuclease activity (GO:0032075)	5/66	0.012978347492006943320053125034974073059856891632080078125	0.0573806465886763650274815518059767782688140869140625	0.041291342370917798187957004074633005075156688690185546875	0.1724324760342322571116113749667420051991939544677734375	0.30500614339770943	-0.8717222591130406	IGFBP1;ASNS;CCL2;ATF3;HERPUD1
regulation of gliogenesis (GO:0014013)	5/67	0.01378792950273951233020053308564456528984010219573974609375	0.0599374638641669843508452686364762485027313232421875	0.043440703908346735284684569933233433403074741363525390625	0.179133086251187456650058038576389662921428680419921875	0.31270768010932104	-0.8801012339011789	DAB1;NTF3;CXCR4;ASPA;TLR2
neurotrophin signaling pathway (GO:0038179)	4/278	0.84383875541640662731879274360835552215576171875	0.8633139286358559871814577491022646427154541015625	0.946412850368748337359647848643362522125244140625	0.96386484065668465159859579216572456061840057373046875	6.020043618821309	-0.884807286909511	BTC;CDKN1A;DDIT4;AATF
establishment of vesicle localization (GO:0051650)	1/95	0.8700370496542511045134915548260323703289031982421875	0.88728561527253113627722314049606211483478546142578125	0.926556393164371883131025242619216442108154296875	0.9493821437259029050181879938463680446147918701171875	7.425763322853374	-0.8880347615074754	SNCA
cell cycle checkpoint (GO:0000075)	2/156	0.846338079093498674154716354678384959697723388671875	0.865608071786884369913650516537018120288848876953125	0.92736628785129304741730038585956208407878875732421875	0.94992308415050363823439738553133793175220489501953125	6.192087362001642	-0.8936609082913191	CCNG1;RPS27L
gamete generation (GO:0007276)	6/390	0.83762028585864900520618903101421892642974853515625	0.8582550921708602675863630793173797428607940673828125	0.9563796231710208761711555780493654310703277587890625	0.97020263488803648588287842358113266527652740478515625	5.8669273037175245	-0.8967827983565135	GAMT;CYP26B1;BCL6;SLCO4C1;WFDC2;FSTL3
response to calcium ion (GO:0051592)	6/100	0.01968990013181903808714423576020635664463043212890625	0.07337972737179020155107167511232546530663967132568359375	0.0648875083555101872523351858035312034189701080322265625	0.2221605850098717638285705788803170435130596160888671875	0.3441293894659415	-0.8989029851262879	FGB;SPARC;FGG;ALOX5AP;TXNIP;THBS1
peptidyl-tyrosine modification (GO:0018212)	2/154	0.8411582166036011276588624241412617266178131103515625	0.86135624064970583990685781827778555452823638916015625	0.924073505234904502003701054491102695465087890625	0.9474143758783910573839648350258357822895050048828125	6.139395431350966	-0.9162870125054889	F2R;JAK1
regulation of cellular protein catabolic process (GO:1903362)	2/155	0.84376759994446570711801314246258698403835296630859375	0.8633139286358559871814577491022646427154541015625	0.925737081780006132447624622727744281291961669921875	0.9488312225484760720206622863770462572574615478515625	6.313206701169743	-0.9278954849258462	IL33;CLU
neurotrophin TRK receptor signaling pathway (GO:0048011)	4/274	0.83572467916342774163496187611599452793598175048828125	0.85667185962711644986455894468235783278942108154296875	0.94236558104293643989279871675535105168819427490234375	0.96107371722660317470143809259752742946147918701171875	6.015011682300056	-0.9305242799219211	BTC;CDKN1A;DDIT4;AATF
developmental maturation (GO:0021700)	2/154	0.8411582166036011276588624241412617266178131103515625	0.86135624064970583990685781827778555452823638916015625	0.924073505234904502003701054491102695465087890625	0.9474143758783910573839648350258357822895050048828125	6.260737296968965	-0.9343969350185747	CCL19;SLC26A6
peptidyl-tyrosine phosphorylation (GO:0018108)	2/152	0.83582083781369309605224771075882017612457275390625	0.85667185962711644986455894468235783278942108154296875	0.9206406228426378124396478597191162407398223876953125	0.94504517317393255115831607326981611549854278564453125	6.149761108447361	-0.9513700603390369	F2R;JAK1
anterior/posterior pattern specification (GO:0009952)	2/150	0.83032212291701690265455226835911162197589874267578125	0.85233248997788846335055268355063162744045257568359375	0.91706230682789591224235437039169482886791229248046875	0.94194600966560404486926927347667515277862548828125	6.1766261334468116	-0.9868925640730416	BASP1;HOXA4
post-Golgi vesicle-mediated transport (GO:0006892)	1/90	0.8552671487759202495482213635114021599292755126953125	0.8736795100746135300795458533684723079204559326171875	0.9158206137585074291251885370002128183841705322265625	0.94095750160183333488106427466846071183681488037109375	7.386976880457586	-0.9975496487843016	KRT18
multicellular organismal reproductive process (GO:0048609)	8/491	0.82062607039630719452105722666601650416851043701171875	0.8439222317353964886166295400471426546573638916015625	0.959518644147118404674756675376556813716888427734375	0.9723588645774923211462237304658629000186920166015625	5.8827312405335235	-0.9982696726902006	GAMT;EDN1;CYP26B1;BCL6;SLCO4C1;CCL2;WFDC2;FSTL3
hematopoietic or lymphoid organ development (GO:0048534)	8/175	0.0334026801362428127362136365263722836971282958984375	0.10616380130094531242246347346736001782119274139404296875	0.11840112158224318228416649390055681578814983367919921875	0.322847171410562128190946395989158190786838531494140625	0.4455972917651795	-0.9993731659275883	PTPRC;CIAPIN1;LTB;CXCL13;THOC5;IL7R;CD34;ADA
intracellular signal transduction involved in G1 DNA damage checkpoint (GO:1902400)	5/68	0.01463081530153319438636305704903861624188721179962158203125	0.06100398112730857913543758286323281936347484588623046875	0.045656108154580231361929776312535977922379970550537109375	0.180979018258979051925194880823255516588687896728515625	0.3651303577844567	-1.021202482440246	CDKN1A;PSMB3;PSMB10;PSMB8;PSMB9
signal transduction involved in mitotic G1 DNA damage checkpoint (GO:0072431)	5/68	0.01463081530153319438636305704903861624188721179962158203125	0.06100398112730857913543758286323281936347484588623046875	0.045656108154580231361929776312535977922379970550537109375	0.180979018258979051925194880823255516588687896728515625	0.3683189894532173	-1.0301204989959882	CDKN1A;PSMB3;PSMB10;PSMB8;PSMB9
regulation of protein import into nucleus (GO:0042306)	7/143	0.032943714760375782113488440927540068514645099639892578125	0.104903000971366733296008533216081559658050537109375	0.1080110539448055073652454893817775882780551910400390625	0.302233588654526375005815452823298983275890350341796875	0.4584089785976571	-1.0335835053557587	CDKN1A;FLNA;HCLS1;CD36;CCL19;NFKBIE;TLR2
insulin receptor signaling pathway (GO:0008286)	2/148	0.8246582202549344042807888399693183600902557373046875	0.846776453532116502032067728578113019466400146484375	0.9133330659369283122117622042424045503139495849609375	0.9388518362715549958608107772306539118289947509765625	6.254385422179921	-1.0402202927797626	IGFBP1;PDK4
membrane fusion (GO:0061025)	1/89	0.85211803765810911759359669304103590548038482666015625	0.87099079759410480416903510558768175542354583740234375	0.9134925257637747098016234303941018879413604736328125	0.9388518362715549958608107772306539118289947509765625	7.536311625710706	-1.040944508574777	BAX
regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)	2/148	0.8246582202549344042807888399693183600902557373046875	0.846776453532116502032067728578113019466400146484375	0.9133330659369283122117622042424045503139495849609375	0.9388518362715549958608107772306539118289947509765625	6.333057639622202	-1.0533049416361036	IL33;CLU
regulation of muscle system process (GO:0090257)	7/144	0.034023380746768618065889455692740739323198795318603515625	0.10758027072414132196964686727369553409516811370849609375	0.11082603171680782683239385733031667768955230712890625	0.3093187563398913653145427815616130828857421875	0.4726068964040979	-1.053685585126752	EDN1;P2RX4;GLRX3;TNNC1;F2R;AGT;ADA
ribonucleoprotein complex subunit organization (GO:0071826)	2/145	0.8158441486994403302190903559676371514797210693359375	0.83977358294177040232142417153227142989635467529296875	0.90744381843031618473105481825768947601318359375	0.93377465616729848907340283403755165636539459228515625	6.200322262321009	-1.0827186734934655	TSR1;WDR77
negative regulation of cell projection organization (GO:0031345)	6/106	0.0253898789514712362735959771953275776468217372894287109375	0.08759448697003398287552755618889932520687580108642578125	0.07996678356595686432140013266689493320882320404052734375	0.25111594471585296783899821093655191361904144287109375	0.4559973135728712	-1.1103704294713903	DAB1;LGALS1;GFI1;DPYSL3;LRP4;VIM
cellular response to acid chemical (GO:0071229)	7/147	0.037402716296738101886543148566488525830209255218505859375	0.11495254030226274843951017601284547708928585052490234375	0.11950194538187021431330236964640789665281772613525390625	0.324417448824754817149340624382602982223033905029296875	0.5267817898502937	-1.1395532944543123	COL1A1;COL3A1;CYP26B1;CEBPB;PDK4;CPEB3;NME1
glucose transport (GO:0015758)	5/68	0.01463081530153319438636305704903861624188721179962158203125	0.06100398112730857913543758286323281936347484588623046875	0.045656108154580231361929776312535977922379970550537109375	0.180979018258979051925194880823255516588687896728515625	0.4094709299033647	-1.1452149107559972	EDN1;FABP5;SLC2A2;AAAS;SLC2A5
small GTPase mediated signal transduction (GO:0007264)	15/439	0.048422527389031473632474700252714683301746845245361328125	0.1366340798912294707267989224419579841196537017822265625	0.2359293218719707152519760029463213868439197540283203125	0.47001181361627375476786028229980729520320892333984375	0.5754667940219012	-1.1454372334533005	ARHGAP11A;CDKN1A;RRAD;RHOC;IQGAP2;AIF1;RHOB;RAB32;RAB30;DAB1;BCL6;ARHGDIB;RAC2;HMOX1;RAB6B
cellular response to oxygen levels (GO:0071453)	6/109	0.028613266142962633098445479618021636269986629486083984375	0.09639809363564111333033679329673759639263153076171875	0.0881831665731772906813290546779171563684940338134765625	0.26620886038085511682282913170638494193553924560546875	0.4926276169715916	-1.1523884405708689	EGLN3;ACAA2;ANKRD1;HMOX1;ICAM1;BBC3
sensory perception of light stimulus (GO:0050953)	3/198	0.79399221657125729212367559739504940807819366455078125	0.81928323970247041163617041092948056757450103759765625	0.9082138564460908725095578120090067386627197265625	0.93428167400515416129991308480384759604930877685546875	5.788284502942224	-1.153752233226656	COL1A1;RDH5;TGFBI
regulation of mitotic cell cycle phase transition (GO:1901990)	10/251	0.042173696181227467161267696837967378087341785430908203125	0.12376583835762659802082197302297572605311870574951171875	0.162930631612971110744325642372132278978824615478515625	0.395185959614182624743961014246451668441295623779296875	0.5587970605074635	-1.16753040508862	CDKN1A;ANXA1;PSMB3;CCNG1;RPS27L;AIF1;PSMB10;PSMB8;PTPLA;PSMB9
chloride transmembrane transport (GO:1902476)	1/84	0.8353170934080644816077665382181294262409210205078125	0.85667185962711644986455894468235783278942108154296875	0.900852754709208891625848991679958999156951904296875	0.9284101959667558912059348585898987948894500732421875	7.58606010172871	-1.1735659856451444	SLC26A6
canonical Wnt signaling pathway (GO:0060070)	1/84	0.8353170934080644816077665382181294262409210205078125	0.85667185962711644986455894468235783278942108154296875	0.900852754709208891625848991679958999156951904296875	0.9284101959667558912059348585898987948894500732421875	7.6722814654356615	-1.1869044588875801	MYC
signal transduction involved in mitotic cell cycle checkpoint (GO:0072413)	5/69	0.0155075553434236047822825099729016073979437351226806640625	0.0626438296786500370405548210328561253845691680908203125	0.0479377415666103201541403677765629254281520843505859375	0.1871404998121786456000137377486680634319782257080078125	0.4284947715069486	-1.1870548196619684	CDKN1A;PSMB3;PSMB10;PSMB8;PSMB9
single-organism behavior (GO:0044708)	13/362	0.045953141764925813095299389487990993075072765350341796875	0.1310205614076771218901029669723357073962688446044921875	0.2062352512344237942532032548115239478647708892822265625	0.462067157579911569342812072136439383029937744140625	0.5857849531535317	-1.1905499308930434	CSTB;GFI1;AAAS;THBS1;APRT;RCAN1;UCHL1;DAB1;CPEB3;SGK1;FGF12;STRA6;SNCA
membrane depolarization (GO:0051899)	6/106	0.0253898789514712362735959771953275776468217372894287109375	0.08759448697003398287552755618889932520687580108642578125	0.07996678356595686432140013266689493320882320404052734375	0.25111594471585296783899821093655191361904144287109375	0.48955456766941086	-1.1920835921018995	P2RX7;EDN1;P2RX4;ADIPOQ;CASP1;SNCA
defense response to virus (GO:0051607)	7/147	0.037402716296738101886543148566488525830209255218505859375	0.11495254030226274843951017601284547708928585052490234375	0.11950194538187021431330236964640789665281772613525390625	0.324417448824754817149340624382602982223033905029296875	0.5531422950468032	-1.1965772863973505	CXCL10;SPON2;PTPRC;OAS1;STAT1;IRF1;DDIT4
steroid biosynthetic process (GO:0006694)	6/108	0.02751040841864270392047586710759787820279598236083984375	0.09282714329838857858501199871170683763921260833740234375	0.08539469936959197260417653296826756559312343597412109375	0.259920003203980620742896689989720471203327178955078125	0.505615402833284	-1.2018559982043935	CYP27B1;ACAA2;ACOX2;HSD17B2;ADM;HMGCS2
visual perception (GO:0007601)	3/195	0.7854247521189636760396979298093356192111968994140625	0.8119349462684224416619827024987898766994476318359375	0.90281279905523781348364309451426379382610321044921875	0.92986130235924679965364703093655407428741455078125	5.7858061639306815	-1.205386259631405	COL1A1;RDH5;TGFBI
signal transduction involved in mitotic DNA integrity checkpoint (GO:1902403)	5/69	0.0155075553434236047822825099729016073979437351226806640625	0.0626438296786500370405548210328561253845691680908203125	0.0479377415666103201541403677765629254281520843505859375	0.1871404998121786456000137377486680634319782257080078125	0.4379191081835319	-1.2131629661737953	CDKN1A;PSMB3;PSMB10;PSMB8;PSMB9
negative regulation of myeloid cell differentiation (GO:0045638)	5/69	0.0155075553434236047822825099729016073979437351226806640625	0.0626438296786500370405548210328561253845691680908203125	0.0479377415666103201541403677765629254281520843505859375	0.1871404998121786456000137377486680634319782257080078125	0.43802244222003944	-1.213449231431222	MYC;ADIPOQ;THOC5;FSTL3;NME1
cofactor metabolic process (GO:0051186)	10/255	0.046074290370474287048541128797296551056206226348876953125	0.1310205614076771218901029669723357073962688446044921875	0.1739635646519784029084831900036078877747058868408203125	0.414193109054781072320139401199412532150745391845703125	0.6003848040331164	-1.2202226825780507	ELOVL1;BHMT;ALAS2;PDXK;ATIC;VNN1;MTHFD2;HMOX1;FTCD;COX10
signal transduction involved in mitotic DNA damage checkpoint (GO:1902402)	5/69	0.0155075553434236047822825099729016073979437351226806640625	0.0626438296786500370405548210328561253845691680908203125	0.0479377415666103201541403677765629254281520843505859375	0.1871404998121786456000137377486680634319782257080078125	0.4410765616096284	-1.221910028113722	CDKN1A;PSMB3;PSMB10;PSMB8;PSMB9
protein O-linked glycosylation (GO:0006493)	1/83	0.83173500997927762856676281444379128515720367431640625	0.8535227683887256500128160041640512645244598388671875	0.89811187174902362695405599879450164735317230224609375	0.92639024975099204528561358529259450733661651611328125	7.80119393714105	-1.2355769721622853	GALNT12
ribonucleoprotein complex assembly (GO:0022618)	2/138	0.79372448706971054921410768656642176210880279541015625	0.8192579034736073850808679708279669284820556640625	0.8922196900128600560719860368408262729644775390625	0.9208269586303570175545019083074294030666351318359375	6.238153503867236	-1.2436154773615942	TSR1;WDR77
regulation of binding (GO:0051098)	9/218	0.04341022483213385907419024078990332782268524169921875	0.1266225519129514920368961838903487659990787506103515625	0.1558333408823102950169214864217792637646198272705078125	0.386001449919202099803072769645950756967067718505859375	0.6058685534144161	-1.2520544176392956	GREM2;SLPI;ADIPOQ;PLCL2;HMOX1;BAX;MMP9;NME1;HERPUD1
ERBB signaling pathway (GO:0038127)	3/196	0.7883127576870894159810632118023931980133056640625	0.8144206319067170962711088577634654939174652099609375	0.9046441909957021465515936142764985561370849609375	0.93117820943003992706366034326492808759212493896484375	6.109650856721575	-1.2541787392197519	BTC;CDKN1A;MVP
negative regulation of cellular component organization (GO:0051129)	16/474	0.046517682525476271304665232264596852473914623260498046875	0.131695859183470209696764641194022260606288909912109375	0.2405241819456183094416701351292431354522705078125	0.471668200800225922986186333218938671052455902099609375	0.6230467036516608	-1.263077730230357	ACAA2;STAT1;GFI1;ADIPOQ;LRP4;CORO1A;THBS1;CLU;DPP4;LGALS1;DAB1;NME6;APOC2;DPYSL3;VIM;SNCA
embryonic skeletal system morphogenesis (GO:0048704)	1/81	0.82433597789096590968682676248135976493358612060546875	0.846776453532116502032067728578113019466400146484375	0.8924013119406695171420551560004241764545440673828125	0.9208269586303570175545019083074294030666351318359375	7.679779537990246	-1.2772897703365158	HOXA4
phosphatidylinositol biosynthetic process (GO:0006661)	1/81	0.82433597789096590968682676248135976493358612060546875	0.846776453532116502032067728578113019466400146484375	0.8924013119406695171420551560004241764545440673828125	0.9208269586303570175545019083074294030666351318359375	7.751697172685431	-1.289251006808025	PIGZ
gene expression (GO:0010467)	12/672	0.7674009091022082618138711040955968201160430908203125	0.79525489472941857105325880183954723179340362548828125	0.957685343941275579737748557818122208118438720703125	0.9712347753576633380134808248840272426605224609375	5.628785211634727	-1.289513001909376	EIF2B3;PSMB3;MYC;NR1I3;SERPINE1;RARB;HSPB1;LTB;PSMB10;PSMB8;WDR77;PSMB9
cellular response to fibroblast growth factor stimulus (GO:0044344)	8/183	0.041720473615198490346944737439116579480469226837158203125	0.12254252450706513977163325535002513788640499114990234375	0.140779325480433203932051355877774767577648162841796875	0.366028193977586735474716306271147914230823516845703125	0.6176678930573822	-1.2966684601440928	BTC;CDKN1A;CCL5;CCL2;CXCL13;FGF12;CD44;SNCA
positive regulation of viral process (GO:0048524)	1/81	0.82433597789096590968682676248135976493358612060546875	0.846776453532116502032067728578113019466400146484375	0.8924013119406695171420551560004241764545440673828125	0.9208269586303570175545019083074294030666351318359375	7.827053977574098	-1.3017842410673417	CCL5
regulation of intracellular protein transport (GO:0033157)	9/219	0.0444645738922570255002852945835911668837070465087890625	0.1274903399515011914733264575261273421347141265869140625	0.1586878763272560888264450795759330503642559051513671875	0.391375882391307328145302335542510263621807098388671875	0.6370702318139262	-1.3121829101490443	CDKN1A;ADIPOQ;FLNA;HCLS1;CD36;LCP1;CCL19;NFKBIE;TLR2
hexose transport (GO:0008645)	5/69	0.0155075553434236047822825099729016073979437351226806640625	0.0626438296786500370405548210328561253845691680908203125	0.0479377415666103201541403677765629254281520843505859375	0.1871404998121786456000137377486680634319782257080078125	0.47408544499134697	-1.3133542106696192	EDN1;FABP5;SLC2A2;AAAS;SLC2A5
regulation of organelle assembly (GO:1902115)	1/80	0.82051562776139685961851455431315116584300994873046875	0.8439222317353964886166295400471426546573638916015625	0.88942742165883981186880191671662032604217529296875	0.91911514794075210854629176537855528295040130615234375	7.767663403495461	-1.3181331062596373	EDN1
negative regulation of chromosome organization (GO:2001251)	1/80	0.82051562776139685961851455431315116584300994873046875	0.8439222317353964886166295400471426546573638916015625	0.88942742165883981186880191671662032604217529296875	0.91911514794075210854629176537855528295040130615234375	7.78531657494498	-1.3211287599729045	SNCA
positive regulation of cell cycle process (GO:0090068)	9/220	0.045535939636838822230924250789030338637530803680419921875	0.130340340387858966142431427215342409908771514892578125	0.1615676822264786871574671067719464190304279327392578125	0.39341708540860775844549834801000542938709259033203125	0.6492199512276373	-1.3228546280019984	BTC;CDKN1A;EDN1;ANXA1;PSMB3;AIF1;PSMB10;PSMB8;PSMB9
signal transduction involved in DNA integrity checkpoint (GO:0072401)	5/71	0.0173647146176312654197726459415207500569522380828857421875	0.06794625266759550530348832353411125950515270233154296875	0.052700190480613813559518376905543846078217029571533203125	0.1968369642230465010879214560191030614078044891357421875	0.4921190865795861	-1.3233270662085788	CDKN1A;PSMB3;PSMB10;PSMB8;PSMB9
regulation of proteasomal protein catabolic process (GO:0061136)	2/135	0.78354693730658209194217533877235837280750274658203125	0.8102423670306553304953922634012997150421142578125	0.885008952209024091217770546791143715381622314453125	0.91516119091227821069622905270080082118511199951171875	6.349193120427737	-1.336009010129688	IL33;CLU
signal transduction involved in DNA damage checkpoint (GO:0072422)	5/71	0.0173647146176312654197726459415207500569522380828857421875	0.06794625266759550530348832353411125950515270233154296875	0.052700190480613813559518376905543846078217029571533203125	0.1968369642230465010879214560191030614078044891357421875	0.4987577442178627	-1.3411786707807234	CDKN1A;PSMB3;PSMB10;PSMB8;PSMB9
microtubule cytoskeleton organization (GO:0000226)	4/245	0.76594377646521272229307442103163339197635650634765625	0.79398910243424658528255122291739098727703094482421875	0.90373477836829818610198117312393151223659515380859375	0.930526426749020973971937564783729612827301025390625	5.829470566834794	-1.3447745814985317	PSRC1;TUBA1A;TUBB;FLNA
male gamete generation (GO:0048232)	6/354	0.76444976635821848542917678059893660247325897216796875	0.7926842914314675692111222815583460032939910888671875	0.922868862994170147118211389170028269290924072265625	0.9467555418475515072174175656982697546482086181640625	5.806806410039386	-1.3490968190432644	GAMT;CYP26B1;BCL6;SLCO4C1;WFDC2;FSTL3
response to heat (GO:0009408)	5/70	0.0164186830933548584543490989062775042839348316192626953125	0.0655385584615077176895425736802280880510807037353515625	0.0502857402580378642920067022714647464454174041748046875	0.1931729292238649475788037079837522469460964202880859375	0.495472782201971	-1.3502211188589375	CXCL10;EIF2B3;TFEC;CCL2;THBS1
axon guidance (GO:0007411)	13/367	0.050226884090040106733976443820210988633334636688232421875	0.1382470363556741188570953227099380455911159515380859375	0.2193341314560479371476020560294273309409618377685546875	0.4665204180821229673625794021063484251499176025390625	0.6841486128952496	-1.3537338060291928	SPON2;ITGA1;CXCR4;RHOC;EFNA4;RHOB;COL3A1;TYROBP;PTPRC;KIF4A;DPYSL3;NTF3;RAC2
sensory perception (GO:0007600)	8/457	0.75628532690515359870886413773405365645885467529296875	0.78591155655257949330660949271987192332744598388671875	0.9336520162422472512986360015929676592350006103515625	0.95462022540823399108234070808975957334041595458984375	5.630256529246783	-1.3563908227955541	COL1A1;P2RX7;UCHL1;EDN1;P2RX4;C5AR1;RDH5;TGFBI
neuron projection guidance (GO:0097485)	13/367	0.050226884090040106733976443820210988633334636688232421875	0.1382470363556741188570953227099380455911159515380859375	0.2193341314560479371476020560294273309409618377685546875	0.4665204180821229673625794021063484251499176025390625	0.6867707643560393	-1.3589222914110135	SPON2;ITGA1;CXCR4;RHOC;EFNA4;RHOB;COL3A1;TYROBP;PTPRC;KIF4A;DPYSL3;NTF3;RAC2
spermatogenesis (GO:0007283)	6/353	0.76211224278482259109068763791583478450775146484375	0.79074719616324828930231660706340335309505462646484375	0.92167907346623290099074665704392828047275543212890625	0.945822966344117777026667681639082729816436767578125	5.800355902659393	-1.3617899408070828	GAMT;CYP26B1;BCL6;SLCO4C1;WFDC2;FSTL3
Fc receptor mediated stimulatory signaling pathway (GO:0002431)	3/204	0.81027355214312735132153875383664853870868682861328125	0.83429449791265153368868823235970921814441680908203125	0.91820899402117317489313563783071003854274749755859375	0.9428363611268919530772336656809784471988677978515625	7.545377067182567	-1.3669870895256022	FCER1G;FCGR2A;CD3G
negative regulation of mitotic cell cycle (GO:0045930)	9/219	0.0444645738922570255002852945835911668837070465087890625	0.1274903399515011914733264575261273421347141265869140625	0.1586878763272560888264450795759330503642559051513671875	0.391375882391307328145302335542510263621807098388671875	0.6662844004011782	-1.3723557621205702	CDKN1A;NME6;PSMB3;CCNG1;RPS27L;PSMB10;PSMB8;NLE1;PSMB9
multicellular organismal development (GO:0007275)	8/453	0.74775188304563666719104730873368680477142333984375	0.7780037350156732145478599704802036285400390625	0.92981579602967212583308764806133694946765899658203125	0.951932225266475473546279317815788090229034423828125	5.502387923229652	-1.381231173062548	UPK2;GPR65;ITGB2;ARHGDIB;SLCO4C1;OSGIN1;PTPLA;HOXA4
regulation of cell cycle process (GO:0010564)	16/481	0.051784704752860906407097019155116868205368518829345703125	0.1421863653727696574780026139706023968756198883056640625	0.257924373647018978505940367540461011230945587158203125	0.481437881089489316810414720748667605221271514892578125	0.7125710323924891	-1.3899529198534908	CDKN1A;EDN1;ANXA1;RPS27L;THOC5;AIF1;PSMB10;PSMB8;PSMB9;PTPLA;BTC;PSRC1;NME6;PSMB3;CCNG1;KIF20B
DNA replication (GO:0006260)	3/186	0.75794817510647327640782577873324044048786163330078125	0.78691137193642790581549206763156689703464508056640625	0.8848531120167724139946585637517273426055908203125	0.91516119091227821069622905270080082118511199951171875	5.8250423279400705	-1.3959111162404745	ACHE;MCM6;MCM2
regulation of cAMP metabolic process (GO:0030814)	6/113	0.033314364773490638682584830121413688175380229949951171875	0.10598309246637389879897028777122613973915576934814453125	0.09982791303402512028686288658718694932758808135986328125	0.28552133447150251921442531966022215783596038818359375	0.6307479535759235	-1.4156984562825852	CXCL10;EDN1;GPR65;ADM;CCR2;GNAI2
establishment of protein localization to organelle (GO:0072594)	5/292	0.7445735245656710521444665573653765022754669189453125	0.77565497967277241553318845035391859710216522216796875	0.90255571592553252013857445490430109202861785888671875	0.92986130235924679965364703093655407428741455078125	5.588428796962258	-1.4197262054852442	MTX2;F2R;BAX;TXNIP;AGT
monosaccharide transport (GO:0015749)	5/71	0.0173647146176312654197726459415207500569522380828857421875	0.06794625266759550530348832353411125950515270233154296875	0.052700190480613813559518376905543846078217029571533203125	0.1968369642230465010879214560191030614078044891357421875	0.529037297735373	-1.4226015495414976	EDN1;FABP5;SLC2A2;AAAS;SLC2A5
cellular component assembly involved in morphogenesis (GO:0010927)	3/186	0.75794817510647327640782577873324044048786163330078125	0.78691137193642790581549206763156689703464508056640625	0.8848531120167724139946585637517273426055908203125	0.91516119091227821069622905270080082118511199951171875	5.937873045387244	-1.4229498301022492	EPB41L3;FLNA;TLR2
mitochondrial transport (GO:0006839)	6/111	0.03090541683633633851524535884891520254313945770263671875	0.09954144294609668097706389744416810572147369384765625	0.0939079249563382900678476516986847855150699615478515625	0.277036601731964704509181274261209182441234588623046875	0.6208925390407303	-1.4325115992019444	CPT2;MTX2;CCDC109B;UCP2;SLC25A30;SLC25A20
regulation of exocytosis (GO:0017157)	6/112	0.0320951798990271319755862577949301339685916900634765625	0.10278389836485020414347246742181596346199512481689453125	0.09684366704410156401205966858469764702022075653076171875	0.283182263697046465722451102919876575469970703125	0.6328791978002211	-1.439880277832729	FGB;FCER1G;FGG;HMOX1;SNCA;CCR2
organelle localization (GO:0051640)	2/129	0.76186561299740385155843114262097515165805816650390625	0.7907348275379708635313136255717836320400238037109375	0.86923346757808939155864891290548257529735565185546875	0.90300572071248319527825287877931259572505950927734375	6.180447637396312	-1.4511233972204838	DAB1;LRPPRC
intracellular receptor signaling pathway (GO:0030522)	8/186	0.045164484319177210236428976486422470770776271820068359375	0.1293870303327449289287898182010394521057605743408203125	0.14968089296255937536983537938795052468776702880859375	0.378300771486018427847142220343812368810176849365234375	0.7102974848588288	-1.452520803965211	P2RX7;CYP26B1;CYP24A1;NR1I3;CASP1;RARB;TNFAIP3;TXNIP
response to alkaloid (GO:0043279)	6/111	0.03090541683633633851524535884891520254313945770263671875	0.09954144294609668097706389744416810572147369384765625	0.0939079249563382900678476516986847855150699615478515625	0.277036601731964704509181274261209182441234588623046875	0.62992306221021	-1.4533466525706449	EDN1;VCAM1;HMOX1;ADA;SNCA;ICAM1
response to fibroblast growth factor (GO:0071774)	8/187	0.04635274547552521717808104995128815062344074249267578125	0.131339276288515105495235957278055138885974884033203125	0.1527077334541141195867197666302672587335109710693359375	0.380526889058365735962752296472899615764617919921875	0.7160539509789051	-1.453569047393636	BTC;CDKN1A;CCL5;CCL2;CXCL13;FGF12;CD44;SNCA
regulation of defense response to virus (GO:0050688)	1/77	0.808550053401039026113039653864689171314239501953125	0.8327744206383675962257484570727683603763580322265625	0.88000479895049499301507012205547653138637542724609375	0.91110515293921867652215951238758862018585205078125	7.963534247275249	-1.457266857938237	TNFAIP3
signal transduction involved in cell cycle checkpoint (GO:0072395)	5/72	0.018346148206261257695981470305923721753060817718505859375	0.06976091795360515879220741908284253440797328948974609375	0.05518112916221702690666717217027326114475727081298828125	0.2036201797891666609441330137997283600270748138427734375	0.5503806642161203	-1.4654883249065072	CDKN1A;PSMB3;PSMB10;PSMB8;PSMB9
